date,cmg,tan,flsr,rgse
2014-05-19,,,,
2014-05-20,-0.01125100221177544,-0.02016440977804279,-0.02005684372198413,-0.051948051948051965
2014-05-21,0.017209722794831572,0.05199020201190052,0.03001872710184683,-0.05022831050228316
2014-05-22,0.032329698175865396,0.024967847304991464,0.003974201092468821,0.11538461538461542
2014-05-23,0.0035352502895502624,0.016574648817992532,0.0006596899116000365,0.008620689655172376
2014-05-27,0.026267366396324876,0.006917017817796189,0.009724740719457392,0.02136752136752129
2014-05-28,0.004141541845970265,-0.0009813885548575207,0.009957574598680186,0.025104602510460206
2014-05-29,0.013302071242483837,0.028487241761254722,0.024890916840001776,-0.01224489795918371
2014-05-30,0.003061941351716113,-0.026026862050753552,-0.02570574041949214,-0.016528925619834656
2014-06-02,0.008170448700210331,-0.0009805577264293541,0.014891583277623521,-0.012605042016806678
2014-06-03,-0.0017585956260740554,-0.020122679774367547,0.0036682455555303584,-0.021276595744680882
2014-06-04,0.014983925598783143,0.00500871751128229,0.03909103766089306,0.0304347826086957
2014-06-05,0.003918835255514175,0.0027412082957620765,-0.020951246688350578,0.021097046413502074
2014-06-06,0.014508945295689246,-0.009940538940215293,-0.01780687368667022,-0.02892561983471076
2014-06-09,-0.001177122863135982,0.0072791833309875376,-0.0049300412701965834,-0.029787234042553234
2014-06-10,-0.0065786983289358725,-0.0017443296108760054,-0.003995525011986523,-0.01754385964912286
2014-06-11,0.00988033306395053,0.009236142784125434,0.019576396020539066,-0.004464285714285698
2014-06-12,0.020180854323941677,0.014345693371461854,0.005665738028553191,0.008968609865470878
2014-06-13,0.011016643919222302,0.0241405073507317,0.008920171864783333,0.004444444444444473
2014-06-16,0.009774589301081438,0.01785723232741443,0.03691634811670008,0.04867256637168138
2014-06-17,-0.0008248850890575365,0.03578948212815236,0.03410619398971426,0.16455696202531644
2014-06-18,0.002341880565376764,0.004516668653936851,0.008968653651178382,0.02898550724637672
2014-06-19,-0.0006219344384734704,-0.008543151747490652,-0.02121868100358415,-0.04929577464788737
2014-06-20,-0.0035489371246285595,0.015192764334171605,0.009228138680011932,-0.01851851851851849
2014-06-23,0.012085873579327666,-0.011391650730287917,0.018142234596742135,0.07169811320754715
2014-06-24,-0.006621244218926847,-0.03163124737574996,-0.02052748337769117,-0.059859154929577496
2014-06-25,0.006514228925440957,0.020765237444346107,0.021394280619914108,0.011235955056179803
2014-06-26,0.0013678181818181923,0.012571481738698598,0.018381319464234602,0.09629629629629632
2014-06-27,-0.0069629396842672,0.002482999921734841,-0.000979417923892223,0.0033783783783782884
2014-06-30,-0.006089181918110698,0.0036027933325195605,-0.004761960650925601,0.0033670033670034627
2014-07-01,0.01814315339583894,-0.004487355988298192,-0.005206811292057578,-0.02684563758389258
2014-07-02,-0.006531185450200705,-0.0033806246045231525,-0.011882925112946086,0.0
2014-07-03,0.0071413751418445415,0.010854870633185243,-0.005010708804887853,-0.08620689655172409
2014-07-07,-0.01618614875491642,-0.0340043711842587,-0.025611496402877743,-0.037735849056603765
2014-07-08,-0.012192024304490512,-0.03589638769340531,-0.04917309437133632,0.0
2014-07-09,0.029969749212937158,0.01561375985956337,0.00046589533259644433,-0.015686274509803977
2014-07-10,-0.005892378138885768,-0.011352836070684713,-0.011642347458626023,-0.003984063745019917
2014-07-11,-0.003529736522778215,0.008373199369246409,-0.0037694048616115916,-0.03600000000000003
2014-07-14,0.01074369347430526,0.005219412654282385,-0.002522465710231736,0.012448132780082943
2014-07-15,-0.012348692736110167,-0.007080375063659106,-0.005057673462936618,-0.04508196721311475
2014-07-16,-0.011683054414266203,-0.002139320148013546,0.008101636090522168,-0.02145922746781115
2014-07-17,-0.014937164349040133,-0.03573126474658561,-0.03167346409822669,-0.030701754385964897
2014-07-18,0.01851621861189834,0.031126483912125247,0.014808787391232148,0.05429864253393668
